Age,Department,Study_Hours_Per_Week,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
20,Business,4.4,83.82,68.92,86.77,100.0,92.19,95.4,67.9,87.17,A
19,Engineering,7.6,95.18,63.01,73.39,66.22,39.05,72.8,76.35,69.12,C
22,Engineering,8.9,65.35,60.85,45.01,85.65,81.44,100.0,57.75,70.96,C
21,CS,4.0,85.83,71.42,66.13,88.54,79.33,92.1,64.36,76.95,B
19,Mathematics,5.6,80.83,82.32,66.95,76.67,44.1,52.2,77.76,70.46,C
18,Mathematics,4.8,60.35,61.53,68.48,70.95,100.0,52.6,69.07,73.06,B
23,Engineering,3.0,66.62,65.42,70.51,87.04,95.05,78.2,83.08,79.18,A
23,Mathematics,2.8,60.39,66.48,69.59,80.47,67.65,39.2,96.21,71.33,C
21,Business,4.2,75.4,66.68,90.69,91.84,57.85,60.8,60.98,77.27,A
22,CS,2.1,92.58,85.62,62.13,75.8,75.48,70.5,81.54,74.71,B
18,CS,4.4,89.36,55.74,70.64,92.17,61.26,58.4,87.78,72.17,C
24,CS,5.5,75.21,52.76,63.22,79.26,58.18,78.9,81.16,68.89,C
24,CS,5.9,82.29,80.93,36.94,80.31,71.57,50.5,59.97,64.05,D
18,CS,2.6,81.23,74.56,80.38,70.61,49.19,77.4,64.66,72.5,C
22,Business,5.4,59.1,74.01,75.88,54.6,68.09,82.3,82.28,75.13,B
22,Engineering,4.8,72.23,74.7,64.31,70.42,76.38,62.3,66.77,71.56,C
23,Engineering,6.1,67.67,48.9,65.89,89.85,70.42,90.0,100.0,75.64,B
23,CS,4.9,73.8,65.23,52.24,100.0,85.68,83.2,73.75,74.72,B
22,CS,1.6,93.57,54.44,74.1,100.0,54.21,56.2,92.56,71.93,C
22,Business,3.2,100.0,49.68,39.01,60.35,88.29,67.2,81.12,60.37,F
24,Business,3.4,77.96,70.85,57.44,82.66,57.76,51.1,100.0,69.28,C
18,CS,5.0,83.07,63.15,57.73,67.67,77.51,73.9,78.16,69.43,C
18,Engineering,3.9,96.78,58.5,47.23,68.99,78.92,96.9,71.32,66.83,D
19,CS,2.9,71.39,65.34,65.49,92.3,53.65,40.1,58.66,65.93,D
21,Mathematics,4.9,91.26,55.13,40.43,66.31,56.23,100.0,79.86,61.97,F
20,Engineering,7.0,78.86,51.99,59.94,56.82,47.46,47.1,67.23,58.96,F
18,CS,5.1,80.03,88.07,78.51,89.5,87.68,97.0,74.26,87.42,A
21,Engineering,4.4,74.99,59.8,58.29,75.28,63.16,70.8,89.23,68.42,D
22,Business,4.7,67.4,62.19,57.3,60.14,72.94,61.0,92.24,67.26,D
24,Mathematics,5.0,62.69,69.38,46.85,69.64,79.52,54.6,59.0,64.16,D
20,Mathematics,2.7,78.47,75.93,94.72,81.4,83.13,67.8,88.41,85.25,A
23,Mathematics,3.6,80.41,62.51,18.38,87.45,60.3,44.2,84.3,54.83,F
23,CS,3.7,66.16,78.9,78.93,40.89,54.22,42.3,81.92,68.0,D
18,CS,3.6,75.69,45.47,81.3,60.71,81.35,62.1,75.66,70.37,C
23,Business,4.0,76.17,55.54,33.7,86.84,93.06,81.2,76.99,66.02,D
19,Engineering,6.7,75.7,64.32,34.5,97.22,64.28,100.0,82.41,69.03,C
21,CS,3.3,96.71,68.74,46.69,67.01,56.71,82.9,58.61,62.11,F
19,Business,2.3,77.96,71.86,47.15,73.91,66.16,87.4,80.8,67.5,D
18,Business,5.3,75.0,61.15,61.68,78.4,82.97,69.3,69.5,71.47,C
23,Engineering,3.9,59.46,72.06,70.2,72.82,56.15,39.8,52.78,66.03,D
20,Business,2.8,76.16,44.21,58.93,67.84,55.08,63.1,68.99,59.57,F
23,CS,6.3,89.99,65.32,67.81,57.36,92.44,26.0,74.18,69.04,C
21,Business,2.2,93.53,45.44,51.53,100.0,50.71,83.8,73.53,63.99,D
21,Business,4.2,90.67,78.91,99.6,83.43,70.81,65.4,84.43,85.88,A
23,CS,5.6,89.08,67.53,67.93,59.74,83.97,84.5,82.07,74.9,B
21,Business,4.5,94.18,50.24,57.87,58.26,50.9,47.1,76.18,58.36,F
22,Engineering,6.9,94.14,77.22,44.72,74.94,70.59,92.6,92.65,72.66,C
19,CS,5.2,89.01,60.0,75.92,84.01,69.21,69.2,69.56,74.24,B
21,Business,1.8,94.64,49.37,39.98,90.42,73.79,54.4,90.08,61.85,F
24,CS,6.0,92.7,35.59,67.22,71.47,78.5,78.0,69.61,67.54,D
23,Business,3.5,83.9,72.44,66.98,85.28,85.06,78.1,67.76,76.47,B
21,Business,4.8,100.0,54.04,76.37,63.05,71.39,55.4,98.84,71.71,C
22,CS,2.1,87.61,40.97,66.14,79.1,73.42,69.8,90.23,67.97,D
19,CS,3.9,74.67,64.42,62.14,65.44,66.21,77.8,83.1,69.31,C
23,Business,5.2,81.48,67.13,78.27,75.79,68.17,85.8,73.38,77.02,B
19,Business,3.4,79.24,87.72,65.97,54.15,60.96,55.2,84.16,70.24,C
23,Mathematics,5.1,77.32,45.34,77.76,64.68,84.93,40.8,65.53,68.02,D
20,Engineering,5.9,74.71,54.26,63.78,60.03,62.65,67.7,57.2,63.83,D
21,Engineering,6.7,70.95,65.21,70.76,83.2,74.57,68.6,78.13,75.96,B
19,Engineering,3.4,88.82,78.33,81.19,51.33,65.53,71.8,60.39,72.47,C
24,Business,5.0,99.69,100.0,64.84,67.9,39.9,72.2,91.66,74.51,B
24,Business,4.7,87.2,74.66,77.18,100.0,57.14,52.2,66.6,75.89,B
21,Engineering,4.0,78.45,66.73,38.39,92.62,80.52,65.7,69.23,66.33,D
19,CS,6.4,84.01,76.11,45.99,70.96,54.43,85.5,67.16,66.29,D
22,Engineering,0.8,75.71,69.19,75.86,77.21,73.77,34.7,44.93,67.61,D
22,Business,4.2,68.64,69.19,35.59,90.19,100.0,72.3,85.22,70.9,C
18,Engineering,7.9,82.72,55.06,23.41,63.99,78.89,52.1,75.14,56.14,F
20,CS,2.7,77.07,74.62,37.85,98.94,74.89,49.8,83.65,67.05,D
24,Business,4.2,71.14,38.93,72.84,81.31,58.73,87.2,61.71,67.64,D
19,CS,6.4,74.17,72.7,65.18,75.2,72.89,61.1,60.2,71.64,C
18,Business,3.6,52.06,62.6,68.68,75.09,52.6,61.3,51.79,65.39,D
20,CS,2.2,81.9,83.38,42.8,92.98,72.8,37.6,78.89,67.13,D
18,CS,4.4,67.82,50.4,59.99,100.0,52.71,64.6,72.1,66.85,D
23,Business,2.7,100.0,68.57,40.97,100.0,70.52,62.2,89.77,68.13,D
19,CS,4.6,82.77,46.27,68.08,83.35,46.76,68.1,64.34,64.74,D
24,Engineering,8.7,90.39,71.11,69.12,87.75,75.49,40.2,82.33,76.05,B
20,Business,3.2,89.08,90.89,42.86,93.15,70.97,68.1,77.45,71.81,C
22,Business,7.3,67.95,52.91,60.08,93.55,85.16,68.1,68.09,72.68,C
19,Business,2.9,77.25,55.44,26.8,74.5,84.24,100.0,100.0,64.39,D
19,Mathematics,8.3,70.59,71.8,56.69,77.91,67.9,70.5,65.14,70.95,C
20,Business,3.8,70.43,55.74,100.0,93.36,62.41,68.5,77.84,81.05,A
22,Business,5.4,90.05,58.28,67.58,73.85,59.99,52.0,88.44,68.75,C
18,CS,6.6,89.21,51.14,32.65,85.09,90.16,45.1,84.36,62.56,F
19,Business,6.4,80.33,38.55,38.66,72.86,75.18,66.3,72.38,58.58,F
18,CS,2.0,67.27,32.21,51.28,42.09,72.85,80.7,46.08,52.74,F
20,CS,3.7,75.4,70.41,35.55,86.44,84.55,59.1,87.39,66.89,D
19,CS,2.7,100.0,53.58,61.11,80.62,64.64,68.3,84.61,67.48,D
19,Mathematics,3.6,93.01,68.9,67.18,67.27,59.22,98.6,50.86,69.65,C
19,CS,4.3,76.12,72.76,69.89,67.04,47.85,99.2,89.14,73.74,B
21,Business,6.7,93.15,54.37,68.9,55.5,98.09,69.8,65.57,71.47,C
18,Business,8.0,93.22,60.75,80.85,63.37,96.27,50.3,52.48,74.63,B
20,Business,3.6,62.86,68.18,53.87,84.5,74.36,75.4,63.24,69.29,C
20,Mathematics,8.4,70.81,42.2,82.8,67.98,60.27,58.6,56.59,68.24,D
24,Engineering,7.3,71.04,54.78,87.09,65.28,64.51,78.0,100.0,78.0,A
21,CS,4.0,81.82,55.56,65.34,68.32,45.43,41.6,78.07,61.74,F
22,CS,3.4,80.68,100.0,96.64,73.82,62.57,87.8,89.45,88.88,A
24,Engineering,5.9,93.37,79.51,51.05,65.61,54.07,78.1,74.5,67.38,D
18,CS,5.2,100.0,62.56,61.35,59.5,57.89,80.0,81.36,67.26,D
22,Engineering,0.5,74.27,42.51,41.83,59.93,52.13,89.6,56.43,52.71,F
22,Mathematics,6.1,91.97,37.68,78.98,63.87,50.87,91.6,55.82,66.23,D
21,CS,7.1,88.39,72.78,80.14,82.73,64.69,51.0,84.76,77.84,A
22,CS,3.0,76.95,64.52,38.91,74.56,79.55,51.4,73.74,61.71,F
21,CS,5.3,53.13,62.23,69.2,100.0,74.87,78.5,59.6,75.9,B
20,Business,5.3,78.15,67.61,60.77,68.75,86.89,75.2,60.14,71.28,C
24,Mathematics,4.1,64.27,78.5,60.34,99.53,93.35,54.3,100.0,80.21,A
18,CS,3.4,89.96,92.88,57.64,73.56,72.17,71.1,56.79,72.22,C
23,Business,9.2,96.68,49.67,85.82,100.0,82.82,80.2,84.32,84.15,A
22,Business,6.5,71.93,86.61,44.5,83.74,65.02,81.7,100.0,74.41,B
20,CS,3.4,56.37,52.44,55.92,74.37,68.73,71.6,73.33,64.92,D
21,Business,3.5,78.19,57.54,53.56,51.43,79.82,62.5,65.22,61.79,F
18,Mathematics,6.4,66.11,62.34,85.21,71.41,88.18,95.0,64.59,81.13,A
22,Business,4.6,80.4,77.73,56.76,53.19,60.04,72.8,68.92,66.03,D
24,Business,4.7,86.79,61.97,62.06,79.42,73.12,48.8,100.0,71.12,C
23,Business,6.2,82.15,70.99,50.83,72.0,79.45,61.7,65.02,67.94,D
18,Business,5.4,84.65,26.82,13.42,70.59,82.42,75.1,87.36,51.29,F
21,Business,4.5,85.26,56.95,61.77,69.21,64.01,100.0,54.01,67.55,D
19,CS,3.4,100.0,52.25,74.46,75.0,82.83,53.7,78.09,71.34,C
20,Mathematics,5.5,61.29,33.21,59.99,63.63,78.13,49.8,95.98,63.23,F
24,Business,4.3,77.27,48.54,61.24,65.45,36.58,54.6,87.0,59.69,F
19,CS,6.1,98.57,65.63,94.61,73.27,69.88,93.5,75.68,82.95,A
21,Business,4.3,68.67,72.3,50.67,70.41,89.86,71.7,82.67,71.29,C
23,Business,4.9,82.68,52.45,71.87,83.97,56.87,66.2,70.24,69.27,C
20,Mathematics,3.9,70.07,41.67,64.71,64.25,54.94,54.4,69.83,60.0,F
20,Business,5.4,76.52,54.05,70.56,72.38,90.61,87.4,88.65,76.73,B
20,Engineering,3.3,66.4,86.3,36.57,87.39,70.06,92.7,68.87,69.66,C
23,Mathematics,3.8,78.41,87.8,84.32,83.52,57.05,56.5,62.94,77.79,A
20,Business,1.8,77.82,66.48,55.23,68.05,82.71,96.1,64.99,69.49,C
20,Engineering,4.7,70.76,82.05,48.54,61.78,43.68,33.8,61.69,58.69,F
18,Business,5.8,95.17,52.15,88.3,72.37,76.09,58.8,93.88,77.36,A
18,Engineering,3.3,82.94,79.81,25.76,89.13,59.75,53.1,97.11,62.69,F
22,Business,4.3,80.59,57.85,96.41,93.63,78.22,80.5,69.88,83.46,A
22,CS,4.6,69.92,61.35,56.36,100.0,70.86,57.5,83.31,71.19,C
24,Business,1.1,100.0,44.6,56.52,89.08,56.16,65.7,100.0,64.78,D
20,CS,0.0,72.7,91.36,76.45,83.5,80.22,88.9,62.37,80.89,A
22,Engineering,6.7,54.7,54.51,74.15,95.1,66.09,79.9,76.42,76.31,B
18,CS,4.6,82.81,58.47,61.56,62.33,43.47,44.2,66.57,59.41,F
23,CS,5.1,75.23,59.2,86.31,71.59,67.75,69.5,72.41,75.38,B
18,Business,3.2,87.12,73.71,73.37,80.24,74.7,74.8,66.64,75.74,B
23,Engineering,4.3,73.16,46.13,44.65,72.9,62.32,67.3,96.45,61.43,F
21,Engineering,5.7,85.57,78.26,58.0,83.2,65.28,84.3,78.83,74.49,B
20,Mathematics,2.1,79.9,78.0,63.18,74.62,76.49,73.6,74.18,73.05,B
20,Business,7.9,73.8,48.11,62.71,41.5,87.94,25.0,100.0,64.3,D
19,CS,2.7,79.62,72.11,48.72,70.9,56.31,67.4,81.54,64.36,D
21,Engineering,2.5,76.31,87.74,28.45,99.98,68.94,73.1,73.42,67.32,D
18,Engineering,8.0,100.0,69.46,30.79,74.51,80.51,91.1,95.05,69.0,C
21,Mathematics,5.1,87.57,61.79,87.6,72.61,79.8,63.3,88.08,79.19,A
23,Mathematics,2.8,87.57,78.08,73.18,69.86,81.83,84.1,78.37,77.97,A
21,CS,6.5,68.07,76.76,39.84,100.0,66.33,49.8,74.32,67.92,D
21,CS,3.1,75.55,58.73,63.46,71.92,68.61,78.0,67.43,67.96,D
20,Engineering,1.7,81.39,60.63,89.1,86.91,69.4,52.8,100.0,78.43,A
20,Engineering,5.9,74.21,88.67,37.33,68.56,57.72,71.9,79.46,65.96,D
21,Business,6.8,96.69,50.37,91.78,94.24,65.97,49.3,88.93,78.86,A
22,CS,5.3,88.81,85.95,64.14,57.75,63.75,85.4,78.24,73.67,B
19,Engineering,5.1,85.96,60.54,28.38,81.38,71.82,66.6,84.2,61.23,F
22,Business,4.8,92.77,56.98,53.73,68.44,64.21,98.8,73.59,67.05,D
24,CS,4.3,86.62,48.11,51.24,69.31,63.43,34.0,62.7,56.72,F
23,Mathematics,7.4,61.97,65.21,67.92,66.97,88.89,100.0,90.17,79.51,A
20,Business,5.0,93.85,71.1,67.48,76.27,61.87,76.9,82.34,73.61,B
23,Business,6.5,83.29,74.98,91.16,48.89,54.53,82.6,61.06,75.47,B
23,Business,6.2,76.26,62.62,39.77,65.82,59.08,87.5,50.78,60.12,F
24,Engineering,6.5,84.57,30.18,62.14,90.39,76.75,100.0,58.64,68.86,C
21,CS,6.3,83.91,76.57,78.33,74.05,63.78,63.8,61.92,75.21,B
23,Engineering,7.1,63.5,59.56,71.12,62.38,65.85,33.8,69.65,66.38,D
20,Mathematics,3.2,84.56,69.21,72.88,86.85,62.06,59.2,66.64,72.23,C
23,Business,2.8,89.88,76.05,60.84,85.61,82.87,79.3,78.37,75.9,B
23,CS,6.8,91.05,59.1,67.48,73.74,99.89,62.4,67.2,74.47,B
22,CS,6.7,84.5,77.06,87.5,65.64,69.86,58.0,69.15,78.05,A
21,Engineering,6.4,75.95,59.39,53.98,85.81,63.14,59.8,58.63,65.46,D
21,Engineering,4.0,55.62,37.64,53.84,72.1,77.53,51.7,89.53,62.25,F
20,Engineering,4.2,98.41,92.78,62.17,67.38,73.76,99.8,65.13,76.97,B
24,CS,5.5,78.29,67.16,70.83,66.14,81.67,75.6,89.38,76.1,B
24,Mathematics,1.5,88.92,67.01,66.2,43.64,71.23,76.6,98.92,68.79,C
19,Business,3.1,63.01,66.63,81.74,73.89,74.03,50.7,54.5,72.11,C
19,Engineering,6.9,70.41,62.5,100.0,84.61,81.64,82.9,97.89,88.97,A
18,CS,5.6,47.59,64.99,63.97,81.03,55.18,47.9,100.0,70.21,C
21,CS,6.4,70.55,59.57,88.56,89.75,100.0,75.9,72.29,84.96,A
20,Engineering,3.4,81.01,76.07,55.12,83.66,68.2,47.1,85.77,69.52,C
24,Business,1.7,94.78,85.25,47.65,90.66,62.58,37.8,78.54,66.82,D
23,Engineering,5.8,84.17,45.09,75.01,81.14,70.39,68.3,90.61,73.04,B
21,Engineering,7.4,82.74,40.8,65.49,94.2,72.07,91.7,83.78,74.0,B
21,CS,3.6,69.12,47.61,63.55,57.73,73.27,65.6,67.07,63.3,F
24,Engineering,1.6,77.29,78.72,69.4,99.92,80.22,48.0,69.66,76.15,B
20,Engineering,4.9,100.0,54.01,63.32,61.55,72.36,61.0,83.39,66.77,D
21,Engineering,3.3,67.37,73.27,43.72,66.31,72.94,55.1,87.16,64.53,D
19,Engineering,5.9,68.96,88.77,70.32,83.46,79.86,67.9,65.94,79.68,A
23,Business,6.2,77.83,61.48,49.21,76.58,73.27,59.9,63.93,65.02,D
20,Business,4.0,76.69,68.28,57.59,74.98,56.3,85.5,74.64,68.64,C
24,Business,4.0,68.55,74.73,75.9,73.06,67.53,85.3,58.48,75.18,B
23,Engineering,3.8,95.32,44.42,77.43,57.67,65.12,81.8,60.37,66.65,D
21,Mathematics,4.5,75.64,34.19,98.37,81.81,74.8,46.2,80.62,74.77,B
21,CS,6.1,87.02,67.99,58.54,91.22,100.0,66.7,81.75,77.74,A
23,Engineering,4.5,76.31,72.08,54.31,68.78,68.36,78.2,84.82,69.83,C
18,Mathematics,4.0,90.43,72.13,71.08,95.49,70.49,84.3,64.43,77.52,A
24,CS,1.4,88.65,71.6,42.53,56.02,79.59,96.7,49.89,62.78,F
20,Business,5.9,82.03,100.0,59.74,78.98,60.66,65.5,80.68,76.44,B
20,CS,2.5,75.29,65.21,69.92,79.66,74.67,69.1,51.53,70.48,C
21,Business,3.2,76.6,45.29,52.29,95.45,77.76,66.8,53.58,64.36,D
19,CS,3.8,69.95,97.44,63.13,79.31,69.84,63.1,44.65,73.47,B
24,Engineering,3.9,94.85,86.63,49.75,79.21,69.22,49.2,40.64,65.45,D
21,Engineering,5.6,85.85,69.27,48.68,70.57,69.81,47.6,65.4,63.61,D
21,Mathematics,2.5,74.5,62.64,55.97,85.14,74.17,92.1,79.49,71.62,C
24,Business,4.5,74.83,64.84,84.14,80.58,79.57,55.6,81.28,78.17,A
21,Engineering,4.6,78.89,54.38,69.26,49.29,67.58,64.8,64.53,64.42,D
18,CS,6.5,90.29,62.01,47.6,82.03,51.43,55.2,78.36,63.31,F
18,Business,5.9,77.27,74.0,56.58,50.7,72.06,53.2,37.17,62.18,F
22,CS,3.4,73.53,55.23,52.82,50.28,76.12,69.8,61.05,60.64,F
24,CS,3.9,85.51,76.54,94.19,75.44,48.82,97.0,54.81,79.33,A
21,CS,2.3,68.42,56.98,67.95,99.08,89.27,63.3,81.32,75.65,B
20,CS,4.8,90.32,43.0,54.94,54.6,77.96,78.3,76.62,62.86,F
19,Mathematics,2.1,100.0,86.85,63.6,91.39,82.12,65.2,91.3,79.18,A
23,CS,5.3,100.0,55.55,62.64,55.78,75.26,75.3,61.83,65.92,D
23,CS,3.3,81.91,63.72,94.72,68.43,44.88,100.0,98.7,79.68,A
20,Business,1.6,75.94,53.18,73.93,68.48,70.14,81.2,79.4,70.47,C
22,Mathematics,5.7,62.17,51.51,39.12,71.02,60.42,71.7,72.21,59.0,F
19,CS,3.0,60.31,45.87,99.81,52.48,84.74,82.4,81.18,77.56,A
23,CS,7.5,72.44,64.82,65.01,53.94,63.61,78.0,84.15,70.06,C
22,CS,4.6,72.44,58.41,43.12,83.35,76.58,66.5,79.91,65.55,D
24,Business,3.7,71.55,47.78,58.85,68.5,62.86,92.2,84.31,66.42,D
19,Engineering,5.1,84.34,49.13,47.03,80.0,95.23,72.2,57.22,65.71,D
19,Business,2.3,79.97,67.24,42.1,81.51,80.67,66.5,31.37,61.34,F
23,Engineering,3.3,69.27,54.3,43.38,54.75,81.32,83.8,61.9,60.5,F
18,Business,3.0,87.41,75.53,64.34,99.08,73.06,88.0,94.81,80.01,A
21,Business,5.3,80.0,76.24,69.13,60.53,86.89,55.2,68.7,73.14,B
18,Mathematics,5.5,90.68,75.98,64.78,91.18,56.53,75.2,95.52,76.61,B
21,Mathematics,6.9,80.55,84.55,61.99,56.94,82.38,67.3,96.55,76.24,B
20,Engineering,3.8,99.31,53.59,51.42,72.16,74.24,76.2,75.25,65.15,D
20,Business,4.9,84.92,38.61,95.26,81.06,74.66,58.7,100.0,77.98,A
21,CS,4.1,95.16,60.13,36.36,49.92,58.95,61.0,98.35,57.25,F
22,CS,4.4,85.0,57.3,77.51,49.35,83.5,85.6,80.3,73.43,B
24,Engineering,3.6,69.5,80.11,62.67,83.82,77.22,82.2,62.02,75.2,B
21,CS,6.0,84.73,32.73,68.4,84.59,60.57,84.8,83.16,68.64,C
20,Business,3.1,76.0,66.03,64.46,71.77,73.1,75.1,93.7,72.7,C
21,Mathematics,5.7,74.46,39.94,55.21,94.47,50.45,73.5,70.01,63.49,D
18,CS,4.7,81.23,76.97,48.66,89.07,41.02,96.3,83.29,69.81,C
23,Business,3.3,71.86,63.71,90.19,72.36,55.2,71.9,87.94,76.57,B
24,Engineering,5.2,93.22,74.41,69.57,71.15,79.28,72.6,100.0,78.18,A
24,Business,4.8,74.22,74.79,34.22,62.16,84.05,65.0,100.0,66.06,D
21,CS,1.8,97.36,67.15,76.66,75.47,81.61,71.9,66.74,74.75,B
22,CS,4.6,92.23,33.31,61.56,79.74,62.21,50.2,83.58,62.1,F
24,Engineering,3.5,87.61,57.11,61.95,72.4,54.93,85.3,82.18,67.6,D
24,Business,7.1,73.01,63.32,65.53,54.33,85.76,80.9,93.08,74.28,B
23,Engineering,5.1,68.76,53.61,54.49,70.61,62.71,86.1,55.16,63.74,D
22,Engineering,2.6,65.68,76.23,71.27,84.78,56.02,100.0,65.5,75.6,B
20,CS,2.1,87.1,72.31,67.27,69.19,91.9,100.0,75.36,77.39,A
23,CS,4.2,92.72,57.08,38.3,72.23,69.84,67.6,65.15,59.59,F
19,Engineering,2.4,86.29,68.63,45.03,73.78,93.54,33.9,82.02,65.12,D
23,Mathematics,1.2,76.98,88.66,48.93,73.14,84.21,64.4,53.2,68.37,D
23,Engineering,4.0,79.01,57.46,88.48,86.08,71.43,47.1,89.36,77.31,A
23,CS,3.1,78.84,80.33,37.4,73.36,68.6,75.4,87.93,66.46,D
22,Engineering,5.5,82.57,77.19,56.1,83.42,76.45,77.4,77.15,74.45,B
19,CS,5.3,100.0,53.95,65.26,76.66,54.79,86.4,69.13,68.29,D
21,Engineering,5.6,76.12,77.06,98.12,67.88,85.75,56.5,89.19,85.26,A
23,Business,4.2,79.13,44.59,58.44,62.41,82.13,72.6,82.11,65.7,D
20,Mathematics,7.5,88.17,63.22,83.52,79.7,71.08,69.9,59.65,77.02,B
21,Engineering,8.7,80.74,100.0,65.64,58.03,89.63,75.2,65.95,80.31,A
20,CS,2.9,59.93,63.79,44.54,91.62,56.74,100.0,83.94,68.22,D
18,Business,3.9,88.18,84.61,80.66,57.95,59.07,41.0,71.5,71.87,C
21,CS,3.4,73.63,73.75,38.54,48.91,67.81,41.9,82.87,58.0,F
22,Business,3.0,89.32,85.74,62.13,68.57,75.21,77.3,55.03,72.09,C
20,Engineering,4.4,67.37,72.05,58.95,97.37,77.63,47.1,72.63,72.52,C
19,Business,5.9,71.24,75.13,67.1,78.26,68.92,83.2,84.81,76.98,B
20,Engineering,8.6,78.89,59.7,53.93,67.96,67.99,83.0,79.89,69.1,C
24,Business,0.9,60.55,61.1,64.26,88.23,71.09,43.7,88.79,69.1,C
18,CS,4.2,76.56,70.39,57.21,86.19,67.97,81.5,52.5,69.86,C
21,Mathematics,3.4,80.34,57.66,63.02,87.67,77.16,83.3,97.62,74.95,B
18,CS,5.3,88.81,76.35,80.79,78.49,59.66,43.1,58.2,73.01,B
19,Business,4.1,75.17,42.34,87.86,96.88,62.76,85.3,68.86,76.24,B
22,CS,3.1,93.29,89.22,36.79,81.74,54.22,86.7,53.82,64.88,D
20,CS,5.8,82.64,62.91,82.92,54.04,54.4,89.1,82.93,73.83,B
22,Mathematics,5.9,96.04,60.83,43.58,96.43,77.14,60.6,67.91,67.08,D
22,Business,2.8,94.73,62.76,53.4,89.0,51.16,71.1,68.19,64.92,D
21,Mathematics,3.4,77.57,80.42,78.23,82.39,63.23,83.2,88.68,80.28,A
20,CS,2.9,77.59,63.35,82.9,77.84,76.07,39.0,92.73,75.25,B
23,Mathematics,0.4,66.53,41.99,77.01,83.79,72.14,61.3,89.15,70.14,C
20,Engineering,6.2,60.22,74.48,66.66,69.35,90.13,60.4,89.43,76.9,B
19,Engineering,4.4,71.99,68.2,72.17,76.41,71.09,81.1,86.1,76.34,B
18,Engineering,7.7,90.02,79.25,44.74,58.78,87.66,88.4,64.45,70.37,C
20,Engineering,3.4,94.16,47.3,51.66,75.38,100.0,50.5,86.25,66.64,D
20,CS,3.8,86.46,62.43,67.42,45.54,81.56,65.6,69.67,67.2,D
20,Business,2.1,67.16,69.79,53.39,50.5,79.49,78.4,74.78,65.84,D
24,Engineering,5.4,59.65,41.39,50.31,75.83,59.19,67.5,76.65,60.74,F
24,CS,6.7,80.87,92.12,75.81,87.53,79.8,72.3,77.86,84.63,A
18,Engineering,8.2,72.89,56.54,28.16,65.45,85.15,79.6,79.89,62.4,F
24,Business,2.4,96.17,63.15,80.35,61.54,88.61,48.7,91.14,74.44,B
18,Business,4.8,76.7,71.15,93.96,73.26,77.02,87.8,48.96,81.04,A
19,Engineering,4.7,64.91,53.82,72.9,62.53,68.03,54.2,87.64,68.75,C
19,CS,2.8,83.49,46.56,64.25,80.19,65.98,71.7,62.81,65.36,D
21,Business,3.6,73.15,71.0,78.4,74.42,46.28,65.3,47.74,68.93,C
24,CS,5.6,62.85,69.3,50.46,67.33,89.8,60.9,87.15,70.17,C
24,Business,6.4,74.25,77.8,42.29,82.92,52.62,97.4,87.09,70.23,C
22,Mathematics,5.3,81.27,80.05,72.7,90.7,48.49,50.1,67.37,73.1,B
24,Engineering,3.2,80.57,55.74,52.17,73.75,75.53,100.0,66.24,67.41,D
24,Engineering,5.2,63.41,48.13,60.14,75.77,74.24,69.4,52.82,64.99,D
19,Mathematics,6.1,81.76,60.54,48.51,95.58,63.92,68.8,86.46,69.16,C
20,Business,1.9,76.63,54.58,61.52,66.42,74.34,42.4,70.9,62.77,F
21,Business,7.9,86.05,52.33,70.12,78.76,94.52,82.9,61.53,75.89,B
19,Business,2.4,75.22,57.77,68.62,78.05,71.52,100.0,81.08,73.88,B
22,Business,1.9,77.86,48.85,57.51,75.71,97.05,86.9,72.59,69.84,C
22,Business,7.7,64.33,61.2,42.03,91.99,72.26,69.8,68.52,67.17,D
21,CS,1.3,75.94,70.44,54.49,50.27,100.0,54.2,51.99,64.24,D
21,Mathematics,3.6,88.38,71.86,56.63,76.94,64.46,55.7,67.2,66.66,D
22,CS,7.5,79.71,81.32,77.24,90.52,75.12,90.8,66.81,83.79,A
20,Business,4.9,80.62,87.74,74.33,79.94,70.05,68.2,88.55,80.47,A
21,CS,1.9,92.56,57.7,56.19,71.11,70.38,64.3,70.16,64.02,D
19,Business,5.8,71.29,56.1,77.13,66.65,55.39,85.0,100.0,74.07,B
21,Mathematics,2.4,86.37,45.28,46.11,88.41,58.88,48.0,90.7,60.05,F
24,Mathematics,5.8,78.62,99.88,27.58,75.74,79.38,24.3,94.72,66.32,D
21,CS,4.7,91.66,49.96,59.81,56.48,85.34,100.0,82.33,69.79,C
20,CS,7.8,69.93,64.27,69.96,62.93,64.25,58.9,78.46,70.56,C
24,Business,4.6,86.29,50.34,57.79,74.53,76.05,87.4,71.31,68.16,D
23,CS,5.2,85.94,63.88,63.04,91.0,69.34,79.0,82.85,74.52,B
22,CS,3.6,96.35,46.53,82.63,100.0,77.16,63.3,83.3,77.13,A
23,Engineering,2.4,56.21,99.15,53.77,66.43,71.58,52.7,46.82,67.81,D
18,CS,6.1,67.58,51.32,58.05,94.01,64.86,61.8,84.6,69.2,C
22,Business,2.9,87.67,59.31,53.03,73.09,44.53,82.5,81.41,63.26,F
18,Business,4.9,82.81,60.86,52.41,55.72,41.83,66.2,71.21,58.72,F
21,Business,4.5,82.02,44.17,91.81,86.57,64.91,68.1,70.1,75.17,B
